Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
bert,plot,off,off,off,0.057884,0.256318,0.533884,0.172185,0.22314,37.230228
longformer_ext,plot,off,off,off,0.049664,0.203957,0.505184,0.147309,0.216777,57.647439
t5,plot,off,off,off,0.005008,0.083543,0.245478,0.098446,0.157623,59.4643
bart,table,off,off,off,0.004942,0.109025,0.293542,0.052941,0.148728,15.984319
bert,table,off,off,off,0.034084,0.249279,0.425132,0.076426,0.163241,22.609972
longformer_ext,table,off,off,off,0.012371,0.159729,0.397318,0.055416,0.176027,24.141471
t5,table,off,off,off,0.002603,0.085606,0.240914,0.039542,0.124611,40.020649
bart,table,off,off,off,0.02248,0.142325,0.357224,0.107184,0.188851,50.809563
bert,table,off,off,off,0.041244,0.229584,0.425107,0.13,0.189729,18.222012
longformer_ext,table,off,off,off,0.029873,0.1599,0.371733,0.089234,0.143272,47.743913
t5,table,off,off,off,0.009953,0.096021,0.269939,0.081181,0.137423,64.888567
bart,plot+table,off,off,off,0.003809,0.095829,0.281418,0.068891,0.139635,29.505642
bert,plot+table,off,off,off,0.034433,0.222695,0.458544,0.080866,0.175919,30.565957
longformer_ext,plot+table,off,off,off,0.011879,0.133621,0.372694,0.075786,0.186347,13.555083
t5,plot+table,off,off,off,0.002884,0.089655,0.252119,0.050955,0.137712,37.182479
bart,plot+table,off,off,off,0.00901,0.088838,0.256858,0.0925,0.149626,46.139895
bert,plot+table,off,off,off,0.043982,0.253644,0.471495,0.128086,0.192604,33.649163
longformer_ext,plot+table,off,off,off,0.043443,0.17043,0.389925,0.074766,0.152985,42.556675
t5,plot+table,off,off,off,0.007081,0.092529,0.256219,0.062344,0.141791,56.181358
bart,plot,on,off,off,0.007746,0.119199,0.291262,0.095135,0.16397,30.448
bert,plot,on,off,off,0.067655,0.253932,0.519062,0.143906,0.21261,25.782885
longformer_ext,plot,on,off,off,0.016502,0.167844,0.4292,0.093392,0.202287,20.175102
t5,plot,on,off,off,0.000296,0.052927,0.185493,0.030989,0.107015,38.615652
bart,plot,on,off,off,0.007159,0.111697,0.323601,0.087805,0.184915,44.770552
bert,plot,on,off,off,0.040533,0.234928,0.493997,0.151203,0.212693,37.701009
longformer_ext,plot,on,off,off,0.046161,0.201629,0.458891,0.139847,0.18738,41.298049
t5,plot,on,off,off,0.002157,0.098257,0.263959,0.061069,0.134518,38.532143
bart,table,on,off,off,0.003715,0.118175,0.313725,0.051081,0.15098,29.05875
bert,table,on,off,off,0.026857,0.266511,0.432133,0.077648,0.170637,16.653333
longformer_ext,table,on,off,off,0.011084,0.167602,0.370253,0.052298,0.174051,38.472201
t5,table,on,off,off,0.002705,0.097516,0.266398,0.040445,0.125126,44.901403
bart,table,on,off,off,0.007752,0.110067,0.298021,0.088681,0.16298,30.689615
bert,table,on,off,off,0.017296,0.224936,0.403722,0.101792,0.171797,20.613938
longformer_ext,table,on,off,off,0.027621,0.161645,0.389585,0.085024,0.165863,38.859694
t5,table,on,off,off,0.002545,0.078485,0.238509,0.03736,0.11677,33.047308
bart,plot+table,on,off,off,0.005396,0.096406,0.256628,0.05526,0.137858,16.973267
bert,plot+table,on,off,off,0.047064,0.262133,0.447685,0.100317,0.181357,22.119945
longformer_ext,plot+table,on,off,off,0.015402,0.158675,0.357522,0.074468,0.161062,37.092452
t5,plot+table,on,off,off,0.005001,0.09673,0.27689,0.059765,0.140575,46.358471
bart,plot+table,on,off,off,0.003553,0.08324,0.26,0.067669,0.15,37.023125
bert,plot+table,on,off,off,0.021239,0.220423,0.435418,0.113914,0.18684,39.969723
longformer_ext,plot+table,on,off,off,0.028293,0.189961,0.419567,0.103676,0.190028,44.321812
t5,plot+table,on,off,off,0.005036,0.087721,0.258794,0.070529,0.148241,49.948189
bart,plot,off,on,off,0.001291,0.079381,0.231884,0.042458,0.122631,25.339375
bert,plot,off,on,off,0.033628,0.209671,0.431802,0.090577,0.173596,22.549474
longformer_ext,plot,off,on,off,0.010818,0.164288,0.416014,0.076722,0.200174,20.649877
t5,plot,off,on,off,0.000694,0.06713,0.213808,0.033482,0.113586,21.361627
bart,plot,off,on,off,0.0098,0.097926,0.291045,0.109726,0.161692,43.339949
bert,plot,off,on,off,0.052354,0.250521,0.473644,0.153022,0.204736,29.023588
longformer_ext,plot,off,on,off,0.062286,0.175679,0.415709,0.138196,0.187739,34.360238
t5,plot,off,on,off,0.014102,0.103166,0.286756,0.099878,0.165249,52.21058
bart,table,off,on,off,0.005775,0.107869,0.288577,0.048193,0.136273,22.203114
bert,table,off,on,off,0.023569,0.220532,0.391667,0.05006,0.154762,13.937084
longformer_ext,table,off,on,off,0.014008,0.127949,0.278383,0.042056,0.127527,26.071629
t5,table,off,on,off,0.00316,0.080627,0.218615,0.032538,0.114719,31.381538
bart,table,off,on,off,0.017162,0.114305,0.321631,0.074915,0.165345,47.443517
bert,table,off,on,off,0.035035,0.240001,0.415534,0.119248,0.16699,20.449353
longformer_ext,table,off,on,off,0.03992,0.151623,0.364905,0.107892,0.167498,39.923521
t5,table,off,on,off,0.006675,0.083106,0.236908,0.07,0.142145,42.870214
bart,plot+table,off,on,off,0.00356,0.097189,0.279661,0.055202,0.150424,28.54743
bert,plot+table,off,on,off,0.03119,0.226135,0.434054,0.071279,0.167481,19.940166
longformer_ext,plot+table,off,on,off,0.012216,0.150201,0.366096,0.079494,0.169522,21.397648
t5,plot+table,off,on,off,0.002993,0.091426,0.28479,0.064865,0.142395,30.600205
bart,plot+table,off,on,off,0.019876,0.129427,0.357968,0.111111,0.182448,47.405566
bert,plot+table,off,on,off,0.030634,0.236787,0.412632,0.106817,0.181053,14.463445
longformer_ext,plot+table,off,on,off,0.043736,0.154834,0.366572,0.089439,0.163343,35.836537
t5,plot+table,off,on,off,0.016041,0.119312,0.331787,0.097674,0.169374,45.410283
bart,plot,off,off,on,0.010152,0.125229,0.32582,0.088296,0.161885,25.560569
bert,plot,off,off,on,0.027241,0.209207,0.40906,0.068729,0.166095,17.314848
longformer_ext,plot,off,off,on,0.014776,0.14775,0.398214,0.093023,0.192857,4.120691
t5,plot,off,off,on,0.002083,0.08326,0.237251,0.04,0.119734,31.434889
bart,plot,off,off,on,0.02283,0.158307,0.391061,0.136618,0.196648,37.423441
bert,plot,off,off,on,0.054768,0.266068,0.502276,0.153495,0.213961,31.009456
longformer_ext,plot,off,off,on,0.014137,0.177285,0.405405,0.087041,0.189189,39.334792
t5,plot,off,off,on,0.00959,0.095132,0.288156,0.097919,0.161172,53.221648
bart,table,off,off,on,0.00509,0.108762,0.302115,0.058527,0.151057,18.677448
bert,table,off,off,on,0.02803,0.263553,0.473029,0.092582,0.175459,15.747365
longformer_ext,table,off,off,on,0.017273,0.206801,0.436834,0.089939,0.187215,29.444515
t5,table,off,off,on,0.003885,0.097799,0.271116,0.064786,0.139729,18.393406
bart,table,off,off,on,0.019937,0.126317,0.355606,0.106697,0.178935,39.109078
bert,table,off,off,on,0.043325,0.244509,0.406396,0.12008,0.165223,8.402632
longformer_ext,table,off,off,on,0.036713,0.171652,0.386299,0.099142,0.176974,41.270053
t5,table,off,off,on,0.015916,0.114557,0.299652,0.08149,0.148664,35.840395
bart,plot+table,off,off,on,0.007689,0.11118,0.330294,0.091371,0.160081,26.173663
bert,plot+table,off,off,on,0.048987,0.2763,0.494059,0.120225,0.183865,18.079783
longformer_ext,plot+table,off,off,on,0.01365,0.170063,0.413547,0.076786,0.210339,34.327427
t5,plot+table,off,off,on,0.004971,0.102501,0.280922,0.067227,0.142558,42.65206
bart,plot+table,off,off,on,0.020779,0.146828,0.366516,0.106576,0.187783,41.934275
bert,plot+table,off,off,on,0.043069,0.24503,0.455893,0.122968,0.180663,16.702422
longformer_ext,plot+table,off,off,on,0.005416,0.119112,0.307071,0.044534,0.119192,39.325527
t5,plot+table,off,off,on,0.00989,0.101609,0.282555,0.086207,0.149877,53.8725
bart,plot,on,off,on,0.009507,0.130963,0.341948,0.085657,0.172962,30.261295
bert,plot,on,off,on,0.033257,0.267224,0.476427,0.115528,0.17866,12.719389
longformer_ext,plot,on,off,on,0.005532,0.1101,0.319853,0.051565,0.128676,16.670882
t5,plot,on,off,on,0.001873,0.083333,0.242222,0.053452,0.122222,32.152184
bart,plot,on,off,on,0.002484,0.091314,0.242119,0.058154,0.141236,36.889596
bert,plot,on,off,on,0.020001,0.24256,0.5,0.127925,0.186916,29.038493
longformer_ext,plot,on,off,on,0.015232,0.162372,0.364,0.066132,0.152,34.937391
t5,plot,on,off,on,0.001754,0.087178,0.25413,0.056051,0.144854,41.435148
bart,table,on,off,on,0.006494,0.123433,0.33463,0.05653,0.153696,29.489799
bert,table,on,off,on,0.018174,0.263172,0.418554,0.066955,0.167206,12.775
longformer_ext,table,on,off,on,0.017305,0.207665,0.430473,0.075556,0.184911,16.581456
t5,table,on,off,on,0.004441,0.116217,0.28971,0.05005,0.135864,31.541078
bart,table,on,off,on,0.00939,0.111693,0.301496,0.059977,0.149597,23.626565
bert,table,on,off,on,0.014874,0.225586,0.418482,0.103106,0.161056,21.043774
longformer_ext,table,on,off,on,0.010853,0.106327,0.28046,0.082949,0.126437,28.924675
t5,table,on,off,on,0.004109,0.091927,0.244311,0.043217,0.117365,32.695746
bart,plot+table,on,off,on,0.004526,0.104818,0.280851,0.066098,0.140426,27.627641
bert,plot+table,on,off,on,0.027661,0.267752,0.470736,0.098299,0.179987,13.262634
longformer_ext,plot+table,on,off,on,0.010382,0.152641,0.373239,0.056437,0.167254,16.272705
t5,plot+table,on,off,on,0.007029,0.108708,0.295745,0.081023,0.148936,33.71081
bart,plot+table,on,off,on,0.00355,0.096662,0.264524,0.049566,0.13597,42.01625
bert,plot+table,on,off,on,0.027794,0.211263,0.429921,0.09306,0.171654,16.842444
longformer_ext,plot+table,on,off,on,0.02495,0.189571,0.429767,0.095061,0.145116,35.637729
t5,plot+table,on,off,on,0.00331,0.109284,0.288136,0.055825,0.130751,37.806951
bart,plot,on,on,off,0.004866,0.095811,0.266241,0.03842,0.127796,27.959595
bert,plot,on,on,off,0.049002,0.25982,0.508544,0.117728,0.191388,20.572202
longformer_ext,plot,on,on,off,0.01472,0.134204,0.34575,0.0689,0.17192,10.872149
t5,plot,on,on,off,0.002424,0.101224,0.275634,0.061878,0.14333,43.585909
bart,plot,on,on,off,0.012798,0.106778,0.317912,0.08799,0.161329,39.90125
bert,plot,on,on,off,0.018057,0.201436,0.385035,0.092116,0.155885,19.105685
longformer_ext,plot,on,on,off,0.038498,0.175994,0.411654,0.12806,0.178571,38.449376
t5,plot,on,on,off,0.007049,0.111347,0.298397,0.091471,0.150432,49.59136
bart,table,on,on,off,0.010846,0.138076,0.349817,0.075229,0.173993,26.205215
bert,table,on,on,off,0.010702,0.265517,0.401241,0.060041,0.154085,14.962191
longformer_ext,table,on,on,off,0.012551,0.181345,0.406859,0.057767,0.165238,35.700131
t5,table,on,on,off,0.002224,0.092409,0.263646,0.039216,0.129763,34.162806
bart,table,on,on,off,0.01335,0.127278,0.306818,0.072893,0.159091,21.557985
bert,table,on,on,off,0.017564,0.1912,0.371758,0.082251,0.145533,12.071615
longformer_ext,table,on,on,off,0.016338,0.152159,0.369765,0.067554,0.165475,36.78471
t5,table,on,on,off,0.006062,0.091599,0.253224,0.039953,0.131301,17.868529
bart,plot+table,on,on,off,0.007184,0.106107,0.293634,0.069959,0.135524,26.89232
bert,plot+table,on,on,off,0.01853,0.253832,0.450809,0.087282,0.174346,3.929147
longformer_ext,plot+table,on,on,off,0.013467,0.142082,0.347435,0.072137,0.158416,30.485864
t5,plot+table,on,on,off,0.002119,0.082485,0.230088,0.042129,0.121681,20.625432
bart,plot+table,on,on,off,0.002503,0.087902,0.258065,0.062189,0.141439,36.678053
bert,plot+table,on,on,off,0.027719,0.2235,0.43994,0.099248,0.168168,20.400165
longformer_ext,plot+table,on,on,off,0.02158,0.157231,0.392786,0.088353,0.178357,35.345378
t5,plot+table,on,on,off,0.004284,0.082338,0.259119,0.080706,0.153459,48.859378
bart,plot,off,on,on,0.004839,0.094109,0.286911,0.056663,0.131937,23.893753
bert,plot,off,on,on,0.02613,0.230765,0.435294,0.081152,0.163399,22.121866
longformer_ext,plot,off,on,on,0.018162,0.156709,0.376736,0.067826,0.163194,20.299312
t5,plot,off,on,on,0.00507,0.105718,0.289979,0.064103,0.134328,34.012423
bart,plot,off,on,on,0.02429,0.151856,0.358176,0.093645,0.171301,34.842039
bert,plot,off,on,on,0.030054,0.259466,0.453793,0.117403,0.183448,18.324257
longformer_ext,plot,off,on,on,0.035571,0.188333,0.414747,0.103416,0.167742,19.557453
t5,plot,off,on,on,0.012764,0.104109,0.29976,0.079327,0.143885,33.662595
bart,table,off,on,on,0.010213,0.135557,0.332046,0.085106,0.169884,17.108824
bert,table,off,on,on,0.014786,0.277698,0.450331,0.087293,0.168874,16.72658
longformer_ext,table,off,on,on,0.013327,0.175648,0.415605,0.062201,0.179936,-0.040079
t5,table,off,on,on,0.008677,0.112816,0.311587,0.052683,0.148004,24.99669
bart,table,off,on,on,0.031918,0.150506,0.375667,0.096257,0.175027,43.693092
bert,table,off,on,on,0.022624,0.220259,0.381304,0.096059,0.162362,12.020177
longformer_ext,table,off,on,on,0.029927,0.151229,0.342466,0.054889,0.128425,40.131142
t5,table,off,on,on,0.024107,0.128738,0.312073,0.086758,0.159453,39.596549
bart,plot+table,off,on,on,0.004968,0.109177,0.313725,0.068252,0.156863,29.156872
bert,plot+table,off,on,on,0.027097,0.243021,0.449312,0.071429,0.163955,18.855201
longformer_ext,plot+table,off,on,on,0.004344,0.070174,0.169972,0.034059,0.09254,-10.332589
t5,plot+table,off,on,on,0.009199,0.111383,0.312564,0.079836,0.151175,24.244825
bart,plot+table,off,on,on,0.024198,0.147429,0.338565,0.096629,0.163677,33.133926
bert,plot+table,off,on,on,0.02713,0.271161,0.449118,0.122283,0.176391,16.109428
longformer_ext,plot+table,off,on,on,0.048269,0.168376,0.379548,0.118227,0.155359,34.328644
t5,plot+table,off,on,on,0.017626,0.126267,0.318605,0.100233,0.160465,45.392115
bart,plot,on,on,on,0.009681,0.135716,0.344344,0.080241,0.168168,31.970418
bert,plot,on,on,on,0.034314,0.267386,0.481203,0.097867,0.180451,13.779002
longformer_ext,plot,on,on,on,0.013407,0.167795,0.416298,0.094055,0.186005,24.295845
t5,plot,on,on,on,0.002021,0.090832,0.250554,0.057778,0.124169,32.300934
bart,plot,on,on,on,0.005298,0.107463,0.28125,0.06988,0.151442,29.478634
bert,plot,on,on,on,0.029563,0.233912,0.462733,0.118196,0.178571,25.809474
longformer_ext,plot,on,on,on,0.026444,0.163019,0.409369,0.120408,0.187373,47.8325
t5,plot,on,on,on,0.001872,0.081247,0.208651,0.045918,0.114504,30.910397
bart,table,on,on,on,0.007905,0.129698,0.325095,0.051429,0.155894,17.790518
bert,table,on,on,on,0.009946,0.285235,0.453458,0.07392,0.163287,11.348891
longformer_ext,table,on,on,on,0.013164,0.171351,0.401969,0.060805,0.160788,21.582963
t5,table,on,on,on,0.006723,0.118517,0.306613,0.056225,0.146293,21.59198
bart,table,on,on,on,0.006945,0.104238,0.273038,0.052452,0.14562,24.855987
bert,table,on,on,on,0.014004,0.20239,0.386236,0.084388,0.155899,21.62921
longformer_ext,table,on,on,on,0.037212,0.195883,0.451369,0.13245,0.188857,42.103194
t5,table,on,on,on,0.006682,0.111073,0.272941,0.061321,0.124706,33.534545
bart,plot+table,on,on,on,0.008378,0.125576,0.317868,0.071217,0.161895,18.767838
bert,plot+table,on,on,on,0.028154,0.27362,0.477313,0.090855,0.18739,13.506227
longformer_ext,plot+table,on,on,on,0.01512,0.208055,0.444937,0.060696,0.169993,26.655478
t5,plot+table,on,on,on,0.00323,0.093439,0.273396,0.044257,0.136698,30.645135
bart,plot+table,on,on,on,0.00803,0.124796,0.32194,0.066298,0.145535,28.674118
bert,plot+table,on,on,on,0.01784,0.223439,0.394346,0.100495,0.158304,16.751788
longformer_ext,plot+table,on,on,on,0.012828,0.14667,0.344196,0.07551,0.144603,38.165098
t5,plot+table,on,on,on,0.005295,0.096829,0.272506,0.063415,0.13382,35.197714
bart,plot,off,off,off,0.002389,0.079415,0.23702,0.076923,0.139955,22.493326
bert,plot,off,off,off,0.052542,0.222964,0.478873,0.13363,0.188288,30.434322
longformer_ext,plot,off,off,off,0.017553,0.167028,0.412478,0.071181,0.202773,19.243369
t5,plot,off,off,off,0.00046,0.076479,0.22069,0.046083,0.112644,26.415
bart,plot,off,off,off,0.012183,0.110615,0.304668,0.123153,0.181818,50.345036
bert,plot,off,off,off,0.052051,0.266276,0.51278,0.1616,0.220447,38.989888
longformer_ext,plot,off,off,off,0.008097,0.093075,0.209436,0.059977,0.119678,62.803247
t5,plot,off,off,off,0.004441,0.095728,0.264591,0.114434,0.163424,57.8548
bart,table,off,off,off,0.00766,0.129818,0.332707,0.06403,0.165414,19.631786
bert,table,off,off,off,0.025793,0.245957,0.418385,0.075516,0.169711,19.05641
longformer_ext,table,off,off,off,0.014754,0.155578,0.352013,0.079051,0.154696,27.800862
t5,table,off,off,off,0.003392,0.100669,0.278689,0.047228,0.139344,26.156204
bart,table,off,off,off,0.027,0.160959,0.379913,0.105033,0.181223,45.526938
bert,table,off,off,off,0.028836,0.241012,0.412234,0.107856,0.171543,18.562983
longformer_ext,table,off,off,off,0.053893,0.177667,0.397363,0.113208,0.173258,44.173864
t5,table,off,off,off,0.012998,0.100158,0.26555,0.079137,0.138756,57.147905
bart,plot+table,off,off,off,0.004083,0.104707,0.296989,0.062435,0.164071,38.471693
bert,plot+table,off,off,off,0.034839,0.218455,0.456681,0.089706,0.173275,26.300708
longformer_ext,plot+table,off,off,off,0.018252,0.159897,0.4115,0.111611,0.201258,26.142959
t5,plot+table,off,off,off,0.002547,0.093014,0.25486,0.0671,0.144708,41.449381
bart,plot+table,off,off,off,0.01244,0.106762,0.273277,0.075152,0.145103,38.722775
bert,plot+table,off,off,off,0.044671,0.267056,0.486739,0.146875,0.210608,35.858292
longformer_ext,plot+table,off,off,off,0.015928,0.123591,0.311587,0.062439,0.126582,43.476299
t5,plot+table,off,off,off,0.004636,0.080839,0.235142,0.07772,0.142119,70.811183
bart,plot,on,off,off,0.001904,0.09757,0.262983,0.055371,0.137017,21.469124
bert,plot,on,off,off,0.060033,0.255177,0.505447,0.138182,0.200436,21.322888
longformer_ext,plot,on,off,off,0.010241,0.145068,0.370649,0.069746,0.171214,28.965471
t5,plot,on,off,off,0.000281,0.070498,0.198113,0.033097,0.117925,40.054836
bart,plot,on,off,off,0.007222,0.109082,0.319803,0.091245,0.169742,41.396591
bert,plot,on,off,off,0.028225,0.220582,0.474832,0.127731,0.197987,33.527695
longformer_ext,plot,on,off,off,0.025802,0.164993,0.430129,0.125124,0.166501,39.047759
t5,plot,on,off,off,0.00116,0.086907,0.236364,0.0625,0.119481,23.267016
bart,table,on,off,off,0.006063,0.132278,0.330241,0.039033,0.144712,22.314001
bert,table,on,off,off,0.009403,0.262754,0.404092,0.062468,0.157545,10.490843
longformer_ext,table,on,off,off,0.016071,0.157199,0.386777,0.077815,0.168595,31.128385
t5,table,on,off,off,0.001942,0.093396,0.269874,0.046122,0.135983,39.749142
bart,table,on,off,off,0.016861,0.131626,0.329989,0.080447,0.167224,31.294406
bert,table,on,off,off,0.019965,0.222039,0.403173,0.100596,0.163913,19.891119
longformer_ext,table,on,off,off,0.027797,0.163729,0.387035,0.093601,0.160153,32.635567
t5,table,on,off,off,0.005234,0.088424,0.254237,0.046117,0.118644,35.286571
bart,plot+table,on,off,off,0.008181,0.120302,0.328267,0.077157,0.164134,29.090632
bert,plot+table,on,off,off,0.032232,0.239735,0.445183,0.093147,0.186047,22.918167
longformer_ext,plot+table,on,off,off,0.004348,0.123549,0.32381,0.061069,0.139048,38.536765
t5,plot+table,on,off,off,0.001404,0.081013,0.223214,0.04698,0.122768,33.3352
bart,plot+table,on,off,off,0.002555,0.08276,0.210526,0.040201,0.117794,35.005603
bert,plot+table,on,off,off,0.029007,0.21726,0.433829,0.108235,0.18011,28.892123
longformer_ext,plot+table,on,off,off,0.009938,0.140156,0.313448,0.064843,0.13549,40.867626
t5,plot+table,on,off,off,0.004016,0.092361,0.26109,0.081321,0.149556,53.644792
bart,plot,off,on,off,0.001384,0.068583,0.214286,0.040268,0.122768,3.557804
bert,plot,off,on,off,0.030856,0.209308,0.4387,0.075444,0.163959,24.079965
longformer_ext,plot,off,on,off,0.012415,0.157789,0.409449,0.080631,0.180227,26.749283
t5,plot,off,on,off,0.001569,0.074625,0.216393,0.046002,0.113661,26.203
bart,plot,off,on,off,0.019674,0.110418,0.275862,0.092166,0.151724,41.144798
bert,plot,off,on,off,0.047538,0.245819,0.458894,0.139222,0.186846,22.743268
longformer_ext,plot,off,on,off,0.016096,0.130099,0.318091,0.067729,0.137177,42.063862
t5,plot,off,on,off,0.011665,0.110533,0.296743,0.099154,0.161641,45.180617
bart,table,off,on,off,0.008494,0.120086,0.32853,0.065448,0.165226,26.948156
bert,table,off,on,off,0.012067,0.246847,0.409041,0.056291,0.157663,15.337952
longformer_ext,table,off,on,off,0.013417,0.192778,0.435955,0.069017,0.179775,5.830558
t5,table,off,on,off,0.002354,0.105057,0.26599,0.042726,0.142132,24.80679
bart,table,off,on,off,0.0244,0.138433,0.321995,0.109091,0.179138,44.682361
bert,table,off,on,off,0.037183,0.235606,0.416449,0.120261,0.177546,23.505973
longformer_ext,table,off,on,off,0.056016,0.169811,0.367159,0.116451,0.173432,29.509497
t5,table,off,on,off,0.020199,0.124062,0.322286,0.100802,0.162286,49.480759
bart,plot+table,off,on,off,0.002438,0.08501,0.253191,0.049041,0.121277,8.866204
bert,plot+table,off,on,off,0.031759,0.222581,0.443089,0.084125,0.163957,19.766745
longformer_ext,plot+table,off,on,off,0.01684,0.10768,0.303774,0.066163,0.154717,9.12947
t5,plot+table,off,on,off,0.009319,0.122332,0.316222,0.074074,0.151951,26.207973
bart,plot+table,off,on,off,0.025135,0.134783,0.38022,0.121145,0.175824,42.03084
bert,plot+table,off,on,off,0.029885,0.248235,0.443978,0.106592,0.184874,22.638273
longformer_ext,plot+table,off,on,off,0.027241,0.166621,0.347664,0.086142,0.15514,38.898413
t5,plot+table,off,on,off,0.015748,0.115626,0.301402,0.081967,0.149533,42.439388
bart,plot,off,off,on,0.010804,0.120926,0.31893,0.08866,0.160494,23.788487
bert,plot,off,off,on,0.045385,0.250887,0.464499,0.095681,0.17651,18.283336
longformer_ext,plot,off,off,on,0.018421,0.16331,0.359825,0.096238,0.167686,19.344446
t5,plot,off,off,on,0.004432,0.100416,0.282302,0.067465,0.138979,35.387299
bart,plot,off,off,on,0.014565,0.110206,0.305523,0.080094,0.157462,27.544525
bert,plot,off,off,on,0.037132,0.254748,0.466321,0.124537,0.199852,16.363043
longformer_ext,plot,off,off,on,1.6e-05,0.037961,0.136855,0.026474,0.076831,21.14125
t5,plot,off,off,on,0.013098,0.11317,0.318668,0.083433,0.154578,30.206066
bart,table,off,off,on,0.008895,0.139757,0.350515,0.080751,0.166823,16.315074
bert,table,off,off,on,0.022181,0.258568,0.462617,0.080702,0.172897,11.851591
longformer_ext,table,off,off,on,0.017106,0.178498,0.420884,0.072405,0.171888,18.084174
t5,table,off,off,on,0.004579,0.11052,0.314286,0.05726,0.153061,35.560522
bart,table,off,off,on,0.035686,0.16208,0.383505,0.11157,0.2,44.3125
bert,table,off,off,on,0.03001,0.25012,0.394768,0.096429,0.154578,13.364553
longformer_ext,table,off,off,on,0.058988,0.190291,0.392947,0.104289,0.166247,29.742847
t5,table,off,off,on,0.022344,0.130587,0.32537,0.093501,0.154721,39.907742
bart,plot+table,off,off,on,0.004154,0.088243,0.258206,0.083333,0.137856,20.198307
bert,plot+table,off,off,on,0.035366,0.244764,0.45766,0.095793,0.171946,17.203193
longformer_ext,plot+table,off,off,on,0.014552,0.148108,0.379371,0.064799,0.16958,22.544229
t5,plot+table,off,off,on,0.007356,0.097428,0.270563,0.084599,0.149351,30.622755
bart,plot+table,off,off,on,0.023045,0.136854,0.379691,0.115044,0.178808,46.817225
bert,plot+table,off,off,on,0.025977,0.250344,0.431706,0.094968,0.175513,17.78193
longformer_ext,plot+table,off,off,on,0.009277,0.139611,0.313063,0.076749,0.13964,50.482591
t5,plot+table,off,off,on,0.019868,0.137225,0.360136,0.090806,0.169875,54.183688
bart,plot,on,off,on,0.006201,0.102689,0.301807,0.076677,0.157279,28.991047
bert,plot,on,off,on,0.041993,0.26658,0.488947,0.117188,0.180754,18.272222
longformer_ext,plot,on,off,on,0.010388,0.144004,0.353998,0.082808,0.183288,29.508724
t5,plot,on,off,on,0.002682,0.081635,0.227624,0.046512,0.112707,26.201818
bart,plot,on,off,on,0.006286,0.13096,0.31769,0.091677,0.158845,38.778599
bert,plot,on,off,on,0.034895,0.240523,0.494957,0.141414,0.206362,24.833266
longformer_ext,plot,on,off,on,0.020876,0.169935,0.395038,0.095602,0.173664,26.758084
t5,plot,on,off,on,0.002,0.091673,0.264151,0.063052,0.140881,41.483501
bart,table,on,off,on,0.012756,0.143088,0.368075,0.069614,0.170892,27.971911
bert,table,on,off,on,0.023372,0.27247,0.460187,0.080891,0.175644,11.557858
longformer_ext,table,on,off,on,0.022274,0.181056,0.3918,0.063878,0.160972,24.948173
t5,table,on,off,on,0.002212,0.092203,0.25431,0.047516,0.133621,31.679688
bart,table,on,off,on,0.00943,0.114614,0.300552,0.059801,0.145856,32.401337
bert,table,on,off,on,0.019034,0.230179,0.409418,0.104781,0.158273,17.584037
longformer_ext,table,on,off,on,0.024736,0.15414,0.397351,0.10237,0.177862,24.37406
t5,table,on,off,on,0.007975,0.110944,0.310545,0.058072,0.146002,40.590208
bart,plot+table,on,off,on,0.006583,0.104096,0.299262,0.07603,0.153846,28.382483
bert,plot+table,on,off,on,0.031771,0.271064,0.484811,0.104283,0.183509,17.471453
longformer_ext,plot+table,on,off,on,0.01326,0.134811,0.335496,0.053853,0.1557,22.346049
t5,plot+table,on,off,on,0.001771,0.086832,0.241228,0.043956,0.122807,35.100512
bart,plot+table,on,off,on,0.014544,0.16383,0.384872,0.102564,0.18465,39.336971
bert,plot+table,on,off,on,0.022953,0.245432,0.447887,0.110014,0.169014,20.597414
longformer_ext,plot+table,on,off,on,0.027283,0.17981,0.386194,0.095327,0.164179,31.807474
t5,plot+table,on,off,on,0.008134,0.127326,0.340961,0.077982,0.160183,46.890076
bart,plot,on,on,off,0.001956,0.090594,0.2486,0.058361,0.12766,22.75042
bert,plot,on,on,off,0.048797,0.226833,0.461988,0.10981,0.184211,10.437254
longformer_ext,plot,on,on,off,0.002123,0.084321,0.237288,0.031847,0.112288,23.289667
t5,plot,on,on,off,0.001471,0.080148,0.236464,0.044297,0.114917,23.953936
bart,plot,on,on,off,0.007028,0.088544,0.261084,0.081481,0.147783,40.591439
bert,plot,on,on,off,0.020916,0.225723,0.443929,0.111541,0.165507,28.158333
longformer_ext,plot,on,on,off,0.033111,0.189606,0.433553,0.124646,0.171536,35.910801
t5,plot,on,on,off,0.005834,0.107829,0.297129,0.100125,0.157303,47.54244
bart,table,on,on,off,0.010823,0.142566,0.367498,0.072155,0.168052,31.56661
bert,table,on,on,off,0.012838,0.264453,0.424468,0.070288,0.156383,9.855982
longformer_ext,table,on,on,off,0.003415,0.096814,0.273684,0.02109,0.117544,10.915052
t5,table,on,on,off,0.002946,0.093187,0.276289,0.030992,0.127835,39.977162
bart,table,on,on,off,0.010804,0.111699,0.286026,0.061269,0.131004,30.202805
bert,table,on,on,off,0.013215,0.222367,0.381759,0.082192,0.155049,20.299609
longformer_ext,table,on,on,off,0.012372,0.152933,0.349586,0.068203,0.147194,31.80363
